NestID,Date,Status,Comment
449-2020-1,5/27/2020,0,
449-2020-1,6/1/2020,1,
450-2019-1,5/17/2019,0,Hen flushed
450-2019-1,5/20/2019,0,Hen returned
450-2019-1,5/24/2019,1,"Nest predated, eggs all cracked open and huge pile of feathers. Hen still alive"
752-2019-1,5/9/2019,0,
752-2019-1,5/10/2019,0,
752-2019-1,5/13/2019,0,
752-2019-1,5/15/2019,0,
752-2019-1,5/17/2019,0,
752-2019-1,5/20/2019,0,
752-2019-1,5/23/2019,0,
752-2019-1,5/24/2019,0,
752-2019-1,5/27/2019,0,
752-2019-1,5/31/2019,0,
752-2019-1,6/3/2019,0,
752-2019-1,6/5/2019,0,
752-2019-1,6/6/2019,0,Estimated Hatch Date
752-2019-1,6/7/2019,1,First day checked post hatch
754-2019-1,5/6/2019,0,
754-2019-1,5/8/2019,0,
754-2019-1,5/10/2019,0,
754-2019-1,5/13/2019,0,
754-2019-1,5/15/2019,0,
754-2019-1,5/17/2019,0,
754-2019-1,5/20/2019,0,
754-2019-1,5/23/2019,0,
754-2019-1,5/24/2019,0,
754-2019-1,5/27/2019,0,
754-2019-1,5/29/2019,0,
754-2019-1,5/31/2019,0,
754-2019-1,6/3/2019,0,
754-2019-1,6/5/2019,0,
754-2019-1,6/7/2019,0,
754-2019-1,6/8/2019,0,Estimated Hatch Date
754-2019-1,6/10/2019,1,First day checked post hatch
826-2020-1,4/24/2020,0,Nest Initiated
826-2020-1,5/5/2020,0,Incubation Initiated
826-2020-1,5/17/2020,0,last day on nest
826-2020-1,5/18/2020,1,
833-2019-1,5/3/2019,0,Nest Initiated
833-2019-1,5/16/2019,0,Incubation Initiated
833-2019-1,5/30/2019,0,last day on nest
833-2019-1,5/31/2019,1,
836-2019-1,5/13/2019,0,
836-2019-1,5/16/2019,0,
836-2019-1,5/21/2019,0,
836-2019-1,5/24/2019,0,
836-2019-1,5/28/2019,0,
836-2019-1,5/30/2019,0,
836-2019-1,6/3/2019,0,
836-2019-1,6/5/2019,0,
836-2019-1,6/9/2019,0,
836-2019-1,6/10/2019,0,
836-2019-1,6/11/2019,0,
836-2019-1,6/12/2019,0,
836-2019-1,6/13/2019,0,
836-2019-1,6/14/2019,0,
836-2019-1,6/16/2019,0,
836-2019-1,6/18/2019,1,Mortality
838-2020-1,5/15/2020,0,
838-2020-1,5/19/2020,0,
838-2020-1,5/23/2020,0,
838-2020-1,5/26/2020,0,
838-2020-1,5/27/2020,0,
838-2020-1,5/28/2020,1,
839-2020-1,5/15/2020,0,Nest Initiated
839-2020-1,5/24/2020,0,Incubation Initiated
839-2020-1,5/30/2020,0,last day on nest
839-2020-1,5/31/2020,1,
842-2020-1,5/19/2020,0,
842-2020-1,5/24/2020,0,
842-2020-1,5/28/2020,0,
842-2020-1,6/2/2020,0,
842-2020-1,6/8/2020,0,
842-2020-1,6/10/2020,0,
842-2020-1,6/15/2020,0,
842-2020-1,6/21/2020,0,
842-2020-1,6/22/2020,1,
844-2020-1,4/10/2020,0,Nest Initiated
844-2020-1,4/26/2020,0,Incubation Initiated
844-2020-1,5/10/2020,0,last day on nest
844-2020-1,5/11/2020,1,
845-2020-1,5/6/2020,0,
845-2020-1,5/8/2020,0,
845-2020-1,5/11/2020,0,
845-2020-1,5/15/2020,0,
845-2020-1,5/20/2020,0,"Flushed, 14 eggs, Float = 16 days"
845-2020-1,5/21/2020,0,
845-2020-1,5/25/2020,0,
845-2020-1,5/27/2020,0,
845-2020-1,5/29/2020,1,"Hatch - 9 Eggs, 4 unhatched, 1 missing, hen seen 500 meters from nest with poults"
848-2020-1,5/11/2020,0,
848-2020-1,5/15/2020,0,
848-2020-1,5/20/2020,1,"Eggs gone, hen very distant signal to the NW"
848-2020-2,6/8/2020,0,
848-2020-2,6/11/2020,0,
848-2020-2,6/12/2020,0,
848-2020-2,6/17/2020,0,Flushed - 9 Eggs
848-2020-2,6/18/2020,0,
848-2020-2,6/22/2020,0,
848-2020-2,6/24/2020,0,
848-2020-2,6/26/2020,0,
848-2020-2,7/1/2020,0,
848-2020-2,7/2/2020,0,Back Calculated this as hatch date
848-2020-2,7/3/2020,1,visual of hen and at least 5 poults in field
849-2020-1,4/12/2020,0,Nest Initiated
849-2020-1,4/24/2020,0,Incubation Initiated
849-2020-1,5/15/2020,0,last day on nest
849-2020-1,5/16/2020,1,
850-2020-1,5/27/2020,0,visual of hen on nest
850-2020-1,5/29/2020,0,
850-2020-1,6/2/2020,0,
850-2020-1,6/5/2020,0,
850-2020-1,6/8/2020,0,
850-2020-1,6/11/2020,0,
850-2020-1,6/12/2020,0,
850-2020-1,6/17/2020,1,"Nest Depredated, Hen alive but faraway"
904-2019-1,5/13/2019,0,
904-2019-1,5/17/2019,0,
904-2019-1,5/20/2019,0,
904-2019-1,5/23/2019,0,Flushed off nest: 8 predated eggs
904-2019-1,5/24/2019,1,
911-2019-1,5/14/2019,0,strong signal (close) in Right of way
911-2019-1,5/20/2019,0,
911-2019-1,5/23/2019,0,"Flushed, 15 eggs estimated 11 days incubation"
911-2019-1,5/27/2019,1,"Eggs gone, hen alive off nest"
911-2019-2,6/30/2019,0,10 clicks down from original Freq. in Bush about 10' away
911-2019-2,7/5/2019,0,
911-2019-2,7/7/2019,0,
911-2019-2,7/9/2019,0,
911-2019-2,7/12/2019,0,
911-2019-2,7/14/2019,0,
911-2019-2,7/15/2019,0,Estimated Hatch Date
911-2019-2,7/16/2019,1,"Hatched, based on egg shells estimated on 7/15. 10 eggs hatched. Hen Alive"
925-2019-1,5/23/2019,0,"within 10 clicks, in juniper patch"
925-2019-1,5/30/2019,0,
925-2019-1,6/5/2019,0,
925-2019-1,6/10/2019,0,
925-2019-1,6/12/2019,0,"Estimated Hatch Date, also hen on nest"
925-2019-1,6/14/2019,1,"Hatched egg shells in nest bowl, at least 7. Hen Found Dead 5 feet from nest bowl. "
Bradley1-2018,5/22/2018,0,"On nest, Flushed"
Bradley1-2018,5/25/2018,1,"Off nest, eggs collected"
Bradley2-2018,5/22/2018,0,"On Nest, flushed"
Bradley2-2018,5/25/2018,0,"On nest, flushed, attempted capture"
Bradley2-2018,6/1/2018,1,Off nest
GorhamIncidental01-2018,5/22/2018,0,On nest
GorhamIncidental01-2018,6/7/2018,1,Failed
1614-2020-1,6/24/2020,0,
1614-2020-1,6/25/2020,1,Hatched
1614-2020-1,5/29/2020,0,Counted Eggs
